"id","name","known_for","country","latitude","longitude","created_at","updated_at","airport_code","gmt","city_iata_code","country_iso2","airport_name","country_name","timezone"
9000,Findel,,Luxembourg,49.63111,6.209539,2021-03-04 22:16:36,2021-03-04 22:16:36,LUX,"1",LUX,LU,Findel,Luxembourg,Europe/Luxembourg
9001,Entrammes,,France,48.066666,-0.766667,2021-03-04 22:16:36,2021-03-04 22:16:36,LVA,"1",LVA,FR,Entrammes,France,Europe/Paris
9002,Lerwick/Tingwall,,United Kingdom,60.15,-1.15,2021-03-04 22:16:36,2021-03-04 22:16:36,LWK,,SDZ,GB,Lerwick/Tingwall,United Kingdom,Europe/London
9003,Snilow,,Ukraine,49.816418,23.955318,2021-03-04 22:16:36,2021-03-04 22:16:36,LWO,"2",LWO,UA,Snilow,Ukraine,Europe/Kiev
9004,Leeuwarden,,Netherlands,53.25,5.8,2021-03-04 22:16:36,2021-03-04 22:16:36,LWR,"1",LWR,NL,Leeuwarden,Netherlands,Europe/Amsterdam
9005,Limnos,,Greece,39.923904,25.233446,2021-03-04 22:16:36,2021-03-04 22:16:36,LXS,"2",LXS,GR,Limnos,Greece,Europe/Athens
9006,Lycksele,,Sweden,64.55071,18.70967,2021-03-04 22:16:36,2021-03-04 22:16:36,LYC,"1",LYC,SE,Lycksele,Sweden,Europe/Stockholm
9007,Bron,,France,45.73083,4.943333,2021-03-04 22:16:36,2021-03-04 22:16:36,LYN,"1",LYS,FR,Bron,France,Europe/Paris
9008,St-Exupéry,,France,45.721424,5.080334,2021-03-04 22:16:36,2021-03-04 22:16:36,LYS,"1",LYS,FR,St-Exupéry,France,Europe/Paris
9009,London Ashford International (Ferryfield),,United Kingdom,50.95,0.933333,2021-03-04 22:16:36,2021-03-04 22:16:36,LYX,,LYX,GB,London Ashford International (Ferryfield),United Kingdom,Europe/London
9010,Barajas,,Spain,40.46515,-3.570209,2021-03-04 22:16:36,2021-03-04 22:16:36,MAD,"1",MAD,ES,Barajas,Spain,Europe/Madrid
9011,Mahon,,Spain,39.864746,4.226256,2021-03-04 22:16:36,2021-03-04 22:16:36,MAH,"1",MAH,ES,Mahon,Spain,Europe/Madrid
9012,Manchester Airport,,United Kingdom,53.362907,-2.273354,2021-03-04 22:16:36,2021-03-04 22:16:36,MAN,,MAN,GB,Manchester Airport,United Kingdom,Europe/London
9013,Maribor International Airport,,Slovenia,46.55,15.65,2021-03-04 22:16:36,2021-03-04 22:16:36,MBX,"1",MBX,SI,Maribor International Airport,Slovenia,Europe/Ljubljana
9014,Fontvieille Heliport,,Monaco,43.733334,7.416667,2021-03-04 22:16:36,2021-03-04 22:16:36,MCM,"1",MCM,MC,Fontvieille Heliport,Monaco,Europe/Monaco
9015,Gueret (Lepaud),,France,46.35,2.6,2021-03-04 22:16:36,2021-03-04 22:16:36,MCU,"1",MCU,FR,Gueret (Lepaud),France,Europe/Paris
9016,Makhachkala,,Russia,42.82095,47.65611,2021-03-04 22:16:36,2021-03-04 22:16:36,MCX,"3",MCX,RU,Makhachkala,Russia,Europe/Moscow
9017,Mehamn,,Norway,71.03333,27.833332,2021-03-04 22:16:36,2021-03-04 22:16:36,MEH,"1",MEH,NO,Mehamn,Norway,Europe/Oslo
9018,Brenoux,,France,44.5,3.533333,2021-03-04 22:16:36,2021-03-04 22:16:36,MEN,"1",MEN,FR,Brenoux,France,Europe/Paris
9019,Moenchen-gl. - Dus Exp,,Germany,51.35278,6.544444,2021-03-04 22:16:36,2021-03-04 22:16:36,MGL,"1",DUS,DE,Moenchen-gl. - Dus Exp,Germany,Europe/Berlin
9020,Mannheim Airport,,Germany,49.476578,8.521081,2021-03-04 22:16:36,2021-03-04 22:16:36,MHG,"1",MHG,DE,Mannheim Airport,Germany,Europe/Berlin
9021,Minsk International 1,,Belarus,53.85,27.55,2021-03-04 22:16:37,2021-03-04 22:16:37,MHP,"3",MSQ,BY,Minsk International 1,Belarus,Europe/Minsk
9022,Mariehamn,,Aland Islands,60.123333,19.896667,2021-03-04 22:16:37,2021-03-04 22:16:37,MHQ,"2",MHQ,AX,Mariehamn,Aland Islands,Europe/Mariehamn
9023,Mikkeli,,Finland,61.683887,27.213057,2021-03-04 22:16:37,2021-03-04 22:16:37,MIK,"2",MIK,FI,Mikkeli,Finland,Europe/Helsinki
9024,Kjaerstad,,Norway,65.78439,13.218328,2021-03-04 22:16:37,2021-03-04 22:16:37,MJF,"1",MJF,NO,Kjaerstad,Norway,Europe/Oslo
9025,Mytilene International Airport,,Greece,39.05611,26.599443,2021-03-04 22:16:37,2021-03-04 22:16:37,MJT,"2",MJT,GR,Mytilene International Airport,Greece,Europe/Athens
9026,San Javier,,Spain,37.77521,-0.81904,2021-03-04 22:16:37,2021-03-04 22:16:37,MJV,"1",MJV,ES,San Javier,Spain,Europe/Madrid
9027,Marianske Lazne,,Czech Republic,49.983334,12.716667,2021-03-04 22:16:37,2021-03-04 22:16:37,MKA,"1",MKA,CZ,Marianske Lazne,Czech Republic,Europe/Prague
9028,Malta International,,Malta,35.849777,14.495401,2021-03-04 22:16:37,2021-03-04 22:16:37,MLA,"1",MLA,MT,Malta International,Malta,Europe/Malta
9029,Euroairport France,,Switzerland,47.599323,7.532864,2021-03-04 22:16:37,2021-03-04 22:16:37,MLH,"1",EAP,CH,Euroairport France,Switzerland,Europe/Zurich
9030,Milos,,Greece,36.69611,24.475,2021-03-04 22:16:37,2021-03-04 22:16:37,MLO,"2",MLO,GR,Milos,Greece,Europe/Athens
9031,Malatya,,Turkey,38.354443,38.253613,2021-03-04 22:16:37,2021-03-04 22:16:37,MLX,"3",MLX,TR,Malatya,Turkey,Europe/Istanbul
9032,Tees Valley,,United Kingdom,54.512226,-1.434013,2021-03-04 22:16:37,2021-03-04 22:16:37,MME,,MME,GB,Tees Valley,United Kingdom,Europe/London
9033,Murmansk,,Russia,68.785095,32.759155,2021-03-04 22:16:37,2021-03-04 22:16:37,MMK,"3",MMK,RU,Murmansk,Russia,Europe/Moscow
9034,Sturup,,Sweden,55.538757,13.363727,2021-03-04 22:16:37,2021-03-04 22:16:37,MMX,"1",MMA,SE,Sturup,Sweden,Europe/Stockholm
9035,Aro,,Norway,62.747303,7.262118,2021-03-04 22:16:37,2021-03-04 22:16:37,MOL,"1",MOL,NO,Aro,Norway,Europe/Oslo
9036,Montpellier Méditerranée,,France,43.57843,3.959174,2021-03-04 22:16:37,2021-03-04 22:16:37,MPL,"1",MPL,FR,Montpellier Méditerranée,France,Europe/Paris
9037,Mariupol,,Ukraine,47.1,37.55,2021-03-04 22:16:37,2021-03-04 22:16:37,MPW,"2",MPW,UA,Mariupol,Ukraine,Europe/Kiev
9038,Mardin,,Turkey,37.2233,40.6317,2021-03-04 22:16:37,2021-03-04 22:16:37,MQM,"3",MQM,TR,Mardin,Turkey,Europe/Istanbul
9039,Mo I Rana,,Norway,66.36465,14.302748,2021-03-04 22:16:37,2021-03-04 22:16:37,MQN,"1",MQN,NO,Mo I Rana,Norway,Europe/Oslo
9040,Marseille Provence Airport,,France,43.44178,5.222137,2021-03-04 22:16:37,2021-03-04 22:16:37,MRS,"1",MRS,FR,Marseille Provence Airport,France,Europe/Paris
9041,Mineralnye Vodyj,,Russia,44.218105,43.085815,2021-03-04 22:16:37,2021-03-04 22:16:37,MRV,"3",MRV,RU,Mineralnye Vodyj,Russia,Europe/Moscow
9042,Minsk National 2,,Belarus,53.889725,28.032442,2021-03-04 22:16:37,2021-03-04 22:16:37,MSQ,"3",MSQ,BY,Minsk National 2,Belarus,Europe/Minsk
9043,Mus,,Turkey,38.725,41.625,2021-03-04 22:16:37,2021-03-04 22:16:37,MSR,"3",MSR,TR,Mus,Turkey,Europe/Istanbul
9044,Maastricht/aachen,,Netherlands,50.91562,5.768827,2021-03-04 22:16:37,2021-03-04 22:16:37,MST,"1",MST,NL,Maastricht/aachen,Netherlands,Europe/Amsterdam
9045,Franz Josef Strauss,,Germany,48.353004,11.790143,2021-03-04 22:16:37,2021-03-04 22:16:37,MUC,"1",MUC,DE,Franz Josef Strauss,Germany,Europe/Berlin
9046,Mogilev,,Belarus,53.95,30.133333,2021-03-04 22:16:37,2021-03-04 22:16:37,MVQ,"3",MVQ,BY,Mogilev,Belarus,Europe/Minsk
9047,Morlaix,,France,48.6,-3.816667,2021-03-04 22:16:38,2021-03-04 22:16:38,MXN,"1",MXN,FR,Morlaix,France,Europe/Paris
9048,Milano Malpensa,,Italy,45.627403,8.71237,2021-03-04 22:16:38,2021-03-04 22:16:38,MXP,"1",MIL,IT,Milano Malpensa,Italy,Europe/Rome
9049,Mora,,Sweden,60.95812,14.504529,2021-03-04 22:16:38,2021-03-04 22:16:38,MXX,"1",MXX,SE,Mora,Sweden,Europe/Stockholm
9050,Merzifon,,Turkey,40.88333,35.533333,2021-03-04 22:16:38,2021-03-04 22:16:38,MZH,"3",MZH,TR,Merzifon,Turkey,Europe/Istanbul
9051,Nalchik,,Russia,43.533333,43.7,2021-03-04 22:16:38,2021-03-04 22:16:38,NAL,"3",NAL,RU,Nalchik,Russia,Europe/Moscow
9052,Capodichino,,Italy,40.886112,14.291667,2021-03-04 22:16:38,2021-03-04 22:16:38,NAP,"1",NAP,IT,Capodichino,Italy,Europe/Rome
9053,Nevsehir,,Turkey,38.63333,34.716667,2021-03-04 22:16:38,2021-03-04 22:16:38,NAV,"3",NAV,TR,Nevsehir,Turkey,Europe/Istanbul
9054,Naberevnye Chelny,,Russia,55.564125,52.10341,2021-03-04 22:16:38,2021-03-04 22:16:38,NBC,"3",NBC,RU,Naberevnye Chelny,Russia,Europe/Moscow
9055,Cote D'azur International Airport,,France,43.66049,7.205232,2021-03-04 22:16:38,2021-03-04 22:16:38,NCE,"1",NCE,FR,Cote D'azur International Airport,France,Europe/Paris
9056,Newcastle Airport,,United Kingdom,55.037064,-1.710629,2021-03-04 22:16:38,2021-03-04 22:16:38,NCL,,NCL,GB,Newcastle Airport,United Kingdom,Europe/London
9057,Annecy-Meythe,,France,45.930557,6.100833,2021-03-04 22:16:38,2021-03-04 22:16:38,NCY,"1",NCY,FR,Annecy-Meythe,France,Europe/Paris
9058,Sanday,,United Kingdom,59.25,-2.583333,2021-03-04 22:16:38,2021-03-04 22:16:38,NDY,,NDY,GB,Sanday,United Kingdom,Europe/London
9059,Northolt,,United Kingdom,51.533333,-0.366667,2021-03-04 22:16:38,2021-03-04 22:16:38,NHT,,NHT,GB,Northolt,United Kingdom,Europe/London
9060,Niort,,France,46.316666,-0.45,2021-03-04 22:16:38,2021-03-04 22:16:38,NIT,"1",NIT,FR,Niort,France,Europe/Paris
9061,Nikolaev (Mykolaiv),,Ukraine,47.05,31.916668,2021-03-04 22:16:38,2021-03-04 22:16:38,NLV,"2",NLV,UA,Nikolaev (Mykolaiv),Ukraine,Europe/Kiev
9062,Naryan-Mar,,Russia,67.61667,53.15,2021-03-04 22:16:38,2021-03-04 22:16:38,NNM,"3",NNM,RU,Naryan-Mar,Russia,Europe/Moscow
9063,Connemara,,Ireland,53.216667,-9.466667,2021-03-04 22:16:38,2021-03-04 22:16:38,NNR,,NNR,IE,Connemara,Ireland,Europe/Dublin
9064,Ireland West Airport Knock,,Ireland,53.914,-8.810468,2021-03-04 22:16:38,2021-03-04 22:16:38,NOC,,NOC,IE,Ireland West Airport Knock,Ireland,Europe/Dublin
9065,Nottingham Airport,,United Kingdom,52.966667,-1.166667,2021-03-04 22:16:38,2021-03-04 22:16:38,NQT,,NQT,GB,Nottingham Airport,United Kingdom,Europe/London
9066,Newquay Cornwall Airport,,United Kingdom,50.43745,-4.997922,2021-03-04 22:16:38,2021-03-04 22:16:38,NQY,,NQY,GB,Newquay Cornwall Airport,United Kingdom,Europe/London
9067,Kungsangen,,Sweden,58.583298,16.232393,2021-03-04 22:16:38,2021-03-04 22:16:38,NRK,"1",NRK,SE,Kungsangen,Sweden,Europe/Stockholm
9068,North Ronaldsay,,United Kingdom,59.370277,-2.433333,2021-03-04 22:16:38,2021-03-04 22:16:38,NRL,,NRL,GB,North Ronaldsay,United Kingdom,Europe/London
9069,Weeze,,Germany,51.599285,6.150168,2021-03-04 22:16:39,2021-03-04 22:16:39,NRN,"1",DUS,DE,Weeze,Germany,Europe/Berlin
9070,NAS Sigonella,,Italy,37.4,14.933333,2021-03-04 22:16:39,2021-03-04 22:16:39,NSY,"1",NSY,IT,NAS Sigonella,Italy,Europe/Rome
9071,Notodden,,Norway,59.583332,9.283333,2021-03-04 22:16:39,2021-03-04 22:16:39,NTB,"1",NTB,NO,Notodden,Norway,Europe/Oslo
9072,Nantes Atlantique,,France,47.157623,-1.601402,2021-03-04 22:16:39,2021-03-04 22:16:39,NTE,"1",NTE,FR,Nantes Atlantique,France,Europe/Paris
9073,Nürnberg,,Germany,49.494167,11.077062,2021-03-04 22:16:39,2021-03-04 22:16:39,NUE,"1",NUE,DE,Nürnberg,Germany,Europe/Berlin
9074,Framnes,,Norway,68.425,17.425,2021-03-04 22:16:39,2021-03-04 22:16:39,NVK,"1",NVK,NO,Framnes,Norway,Europe/Oslo
9075,Nevers,,France,47.0,3.15,2021-03-04 22:16:39,2021-03-04 22:16:39,NVS,"1",NVS,FR,Nevers,France,Europe/Paris
9076,Norwich International Airport,,United Kingdom,52.669533,1.276782,2021-03-04 22:16:39,2021-03-04 22:16:39,NWI,,NWI,GB,Norwich International Airport,United Kingdom,Europe/London
9077,Skavsta,,Sweden,58.78425,16.922867,2021-03-04 22:16:39,2021-03-04 22:16:39,NYO,"1",STO,SE,Skavsta,Sweden,Europe/Stockholm
9078,Oberpfaffenhofen,,Germany,48.083332,11.283333,2021-03-04 22:16:39,2021-03-04 22:16:39,OBF,"1",OBF,DE,Oberpfaffenhofen,Germany,Europe/Berlin
9079,Zoersel,,Belgium,51.266666,4.75,2021-03-04 22:16:39,2021-03-04 22:16:39,OBL,"1",OBL,BE,Zoersel,Belgium,Europe/Brussels
9080,Oban Airport,,United Kingdom,56.465275,-5.396494,2021-03-04 22:16:39,2021-03-04 22:16:39,OBN,,OBN,GB,Oban Airport,United Kingdom,Europe/London
9081,Vals-Lanas,,France,44.666668,4.7,2021-03-04 22:16:39,2021-03-04 22:16:39,OBS,"1",OBS,FR,Vals-Lanas,France,Europe/Paris
9082,Cordoba,,Spain,37.84111,-4.847222,2021-03-04 22:16:39,2021-03-04 22:16:39,ODB,"1",ODB,ES,Cordoba,Spain,Europe/Madrid
9083,Beldringe,,Denmark,55.47639,10.328611,2021-03-04 22:16:39,2021-03-04 22:16:39,ODE,"1",ODE,DK,Beldringe,Denmark,Europe/Copenhagen
9084,Odessa International,,Ukraine,46.44101,30.676718,2021-03-04 22:16:39,2021-03-04 22:16:39,ODS,"2",ODS,UA,Odessa International,Ukraine,Europe/Kiev
9085,Orel,,Russia,52.983334,36.1,2021-03-04 22:16:39,2021-03-04 22:16:39,OEL,"3",OEL,RU,Orel,Russia,Europe/Moscow
9086,Ornskoldsvik,,Sweden,63.412582,18.992073,2021-03-04 22:16:39,2021-03-04 22:16:39,OER,"1",OER,SE,Ornskoldsvik,Sweden,Europe/Stockholm
9087,Vladikavkaz,,Russia,43.2,44.6,2021-03-04 22:16:39,2021-03-04 22:16:39,OGZ,"3",OGZ,RU,Vladikavkaz,Russia,Europe/Moscow
9088,Ohrid,,Macedonia,41.185,20.743055,2021-03-04 22:16:39,2021-03-04 22:16:39,OHD,"1",OHD,MK,Ohrid,Macedonia,Europe/Skopje
9089,Cottesmor RAF,,United Kingdom,52.666668,-0.716667,2021-03-04 22:16:39,2021-03-04 22:16:39,OKH,,OKH,GB,Cottesmor RAF,United Kingdom,Europe/London
9090,Orland,,Norway,63.7,9.616667,2021-03-04 22:16:39,2021-03-04 22:16:39,OLA,"1",OLA,NO,Orland,Norway,Europe/Oslo
9091,Costa Smeralda,,Italy,40.903145,9.514823,2021-03-04 22:16:39,2021-03-04 22:16:39,OLB,"1",OLB,IT,Costa Smeralda,Italy,Europe/Rome
9092,Olomouc,,Czech Republic,49.63333,17.2,2021-03-04 22:16:39,2021-03-04 22:16:39,OLO,"1",OLO,CZ,Olomouc,Czech Republic,Europe/Prague
9093,Mostar,,Bosnia and Herzegovina,43.285557,17.846666,2021-03-04 22:16:39,2021-03-04 22:16:39,OMO,"1",OMO,BA,Mostar,Bosnia and Herzegovina,Europe/Sarajevo
9094,Oradea,,Romania,47.0275,21.903055,2021-03-04 22:16:39,2021-03-04 22:16:39,OMR,"2",OMR,RO,Oradea,Romania,Europe/Bucharest
9095,Zonguldak,,Turkey,41.516666,32.1,2021-03-04 22:16:39,2021-03-04 22:16:39,ONQ,"3",ONQ,TR,Zonguldak,Turkey,Europe/Istanbul
9096,Francisco Sá Carneiro,,Portugal,41.237774,-8.670272,2021-03-04 22:16:39,2021-03-04 22:16:39,OPO,,OPO,PT,Francisco Sá Carneiro,Portugal,Europe/Lisbon
9097,Orebro-bofors,,Sweden,59.225758,15.047543,2021-03-04 22:16:39,2021-03-04 22:16:39,ORB,"1",ORB,SE,Orebro-bofors,Sweden,Europe/Stockholm
9098,Cork,,Ireland,51.846645,-8.48914,2021-03-04 22:16:39,2021-03-04 22:16:39,ORK,,ORK,IE,Cork,Ireland,Europe/Dublin
9099,Northampton,,United Kingdom,52.233334,-0.9,2021-03-04 22:16:39,2021-03-04 22:16:39,ORM,,ORM,GB,Northampton,United Kingdom,Europe/London
9100,Orly,,France,48.728283,2.3597,2021-03-04 22:16:39,2021-03-04 22:16:39,ORY,"1",PAR,FR,Orly,France,Europe/Paris
9101,Åre Östersund Airport,,Sweden,63.198612,14.494444,2021-03-04 22:16:39,2021-03-04 22:16:39,OSD,"1",OSD,SE,Åre Östersund Airport,Sweden,Europe/Stockholm
9102,Osijek,,Croatia,45.55,18.683332,2021-03-04 22:16:39,2021-03-04 22:16:39,OSI,"1",OSI,HR,Osijek,Croatia,Europe/Zagreb
9103,Oskarshamn,,Sweden,57.266666,16.433332,2021-03-04 22:16:39,2021-03-04 22:16:39,OSK,"1",OSK,SE,Oskarshamn,Sweden,Europe/Stockholm
9104,Gardermoen,,Norway,60.19419,11.100411,2021-03-04 22:16:39,2021-03-04 22:16:39,OSL,"1",OSL,NO,Gardermoen,Norway,Europe/Oslo
9105,Mosnov,,Czech Republic,49.69552,18.121284,2021-03-04 22:16:39,2021-03-04 22:16:39,OSR,"1",OSR,CZ,Mosnov,Czech Republic,Europe/Prague
9106,Ostend/Bruges International Airport,,Belgium,51.199722,2.863611,2021-03-04 22:16:39,2021-03-04 22:16:39,OST,"1",OST,BE,Ostend/Bruges International Airport,Belgium,Europe/Brussels
9107,Namsos,,Norway,64.47273,11.570002,2021-03-04 22:16:39,2021-03-04 22:16:39,OSY,"1",OSY,NO,Namsos,Norway,Europe/Oslo
9108,Koszalin,,Poland,54.042778,16.264444,2021-03-04 22:16:40,2021-03-04 22:16:40,OSZ,"1",OSZ,PL,Koszalin,Poland,Europe/Warsaw
9109,Henri Coanda International,,Romania,44.571156,26.077063,2021-03-04 22:16:40,2021-03-04 22:16:40,OTP,"2",BUH,RO,Henri Coanda International,Romania,Europe/Bucharest
9110,Oulu,,Finland,64.93012,25.375425,2021-03-04 22:16:40,2021-03-04 22:16:40,OUL,"2",OUL,FI,Oulu,Finland,Europe/Helsinki
9111,Asturias,,Spain,43.55891,-6.032094,2021-03-04 22:16:40,2021-03-04 22:16:40,OVD,"1",OVD,ES,Asturias,Spain,Europe/Madrid
9112,Oxford (Kidlington),,United Kingdom,51.766666,-1.25,2021-03-04 22:16:40,2021-03-04 22:16:40,OXF,,OXF,GB,Oxford (Kidlington),United Kingdom,Europe/London
9113,Zaporozhye,,Ukraine,47.8675,35.315834,2021-03-04 22:16:40,2021-03-04 22:16:40,OZH,"2",OZH,UA,Zaporozhye,Ukraine,Europe/Zaporozhye
9114,Moron,,Spain,37.24917,-5.759444,2021-03-04 22:16:40,2021-03-04 22:16:40,OZP,"1",OZP,ES,Moron,Spain,Europe/Madrid
9115,Paderborn/lippstadt,,Germany,51.610332,8.619832,2021-03-04 22:16:40,2021-03-04 22:16:40,PAD,"1",PAD,DE,Paderborn/lippstadt,Germany,Europe/Berlin
9116,Paros,,Greece,37.066666,25.1,2021-03-04 22:16:40,2021-03-04 22:16:40,PAS,"2",PAS,GR,Paros,Greece,Europe/Athens
9117,Plovdiv,,Bulgaria,42.3,24.716667,2021-03-04 22:16:40,2021-03-04 22:16:40,PDV,"2",PDV,BG,Plovdiv,Bulgaria,Europe/Sofia
9118,Pardubice,,Czech Republic,50.013332,15.738611,2021-03-04 22:16:40,2021-03-04 22:16:40,PED,"1",PED,CZ,Pardubice,Czech Republic,Europe/Prague
9119,Sant Egidio,,Italy,43.13333,12.366667,2021-03-04 22:16:40,2021-03-04 22:16:40,PEG,"1",PEG,IT,Sant Egidio,Italy,Europe/Rome
9120,Petrozavodsk,,Russia,61.683334,34.333332,2021-03-04 22:16:40,2021-03-04 22:16:40,PES,"3",PES,RU,Petrozavodsk,Russia,Europe/Moscow
9121,Pecs Pogany,,Hungary,69.78333,170.6,2021-03-04 22:16:40,2021-03-04 22:16:40,PEV,"1",PEV,HU,Pecs Pogany,Hungary,Europe/Budapest
9122,Penza,,Russia,53.11852,45.02305,2021-03-04 22:16:40,2021-03-04 22:16:40,PEZ,"3",PEZ,RU,Penza,Russia,Europe/Moscow
9123,Llabanere,,France,42.741016,2.868183,2021-03-04 22:16:40,2021-03-04 22:16:40,PGF,"1",PGF,FR,Llabanere,France,Europe/Paris
9124,Bassillac,,France,45.183334,0.716667,2021-03-04 22:16:40,2021-03-04 22:16:40,PGX,"1",PGX,FR,Bassillac,France,Europe/Paris
9125,Prestwick,,United Kingdom,55.50843,-4.611286,2021-03-04 22:16:40,2021-03-04 22:16:40,PIK,,GLA,GB,Prestwick,United Kingdom,Europe/London
9126,Biard,,France,46.58611,0.306389,2021-03-04 22:16:40,2021-03-04 22:16:40,PIS,"1",PIS,FR,Biard,France,Europe/Paris
9127,Pajala,,Sweden,67.246666,23.075,2021-03-04 22:16:40,2021-03-04 22:16:40,PJA,"1",PJA,SE,Pajala,Sweden,Europe/Stockholm
9128,Alexion,,Greece,37.301388,23.147223,2021-03-04 22:16:40,2021-03-04 22:16:40,PKH,"2",PKH,GR,Alexion,Greece,Europe/Athens
9129,Pskov,,Russia,57.816666,28.3,2021-03-04 22:16:40,2021-03-04 22:16:40,PKV,"3",PKV,RU,Pskov,Russia,Europe/Moscow
9130,Palanga International,,Lithuania,55.95,21.083332,2021-03-04 22:16:40,2021-03-04 22:16:40,PLQ,"2",PLQ,LT,Palanga International,Lithuania,Europe/Vilnius
9131,Poltava,,Ukraine,49.583332,34.533333,2021-03-04 22:16:40,2021-03-04 22:16:40,PLV,"2",PLV,UA,Poltava,Ukraine,Europe/Kiev
9132,Giuseppe Verdi,,Italy,44.8,10.333333,2021-03-04 22:16:40,2021-03-04 22:16:40,PMF,"1",MIL,IT,Giuseppe Verdi,Italy,Europe/Rome
9133,Son Sant Joan Airport,,Spain,39.547653,2.730388,2021-03-04 22:16:40,2021-03-04 22:16:40,PMI,"1",PMI,ES,Son Sant Joan Airport,Spain,Europe/Madrid
9134,Punta Raisi,,Italy,38.186523,13.104779,2021-03-04 22:16:40,2021-03-04 22:16:40,PMO,"1",PMO,IT,Punta Raisi,Italy,Europe/Rome
9135,Pamplona,,Spain,42.767498,-1.639347,2021-03-04 22:16:40,2021-03-04 22:16:40,PNA,"1",PNA,ES,Pamplona,Spain,Europe/Madrid
9136,Pantelleria,,Italy,36.81361,11.966111,2021-03-04 22:16:40,2021-03-04 22:16:40,PNL,"1",PNL,IT,Pantelleria,Italy,Europe/Rome
9137,Panevezys,,Lithuania,55.733334,24.383333,2021-03-04 22:16:40,2021-03-04 22:16:40,PNV,"2",PNV,LT,Panevezys,Lithuania,Europe/Vilnius
9138,Pori,,Finland,61.46866,21.791382,2021-03-04 22:16:40,2021-03-04 22:16:40,POR,"2",POR,FI,Pori,Finland,Europe/Helsinki
9139,Presov,,Slovakia,49.0,21.25,2021-03-04 22:16:40,2021-03-04 22:16:40,POV,"1",POV,SK,Presov,Slovakia,Europe/Bratislava
9140,Portoroz,,Slovenia,45.516666,13.583333,2021-03-04 22:16:40,2021-03-04 22:16:40,POW,"1",POW,SI,Portoroz,Slovenia,Europe/Ljubljana
9141,Paris Cergy Pontoise,,France,49.05,2.1,2021-03-04 22:16:40,2021-03-04 22:16:40,POX,"1",PAR,FR,Paris Cergy Pontoise,France,Europe/Paris
9142,Lawica,,Poland,52.414326,16.828844,2021-03-04 22:16:40,2021-03-04 22:16:40,POZ,"1",POZ,PL,Lawica,Poland,Europe/Warsaw
9143,Prague Vaclav Havel Airport,,Czech Republic,50.10619,14.266638,2021-03-04 22:16:41,2021-03-04 22:16:41,PRG,"1",PRG,CZ,Prague Vaclav Havel Airport,Czech Republic,Europe/Prague
9144,Portimao,,Portugal,37.13333,-8.533333,2021-03-04 22:16:41,2021-03-04 22:16:41,PRM,,PRM,PT,Portimao,Portugal,Europe/Lisbon
9145,Pristina International,,Serbia,42.573612,21.035557,2021-03-04 22:16:41,2021-03-04 22:16:41,PRN,"1",PRN,RS,Pristina International,Serbia,Europe/Belgrade
9146,Prerov,,Czech Republic,49.59028,17.208332,2021-03-04 22:16:41,2021-03-04 22:16:41,PRV,"1",PRV,CZ,Prerov,Czech Republic,Europe/Prague
9147,Galileo Galilei,,Italy,43.69871,10.399915,2021-03-04 22:16:41,2021-03-04 22:16:41,PSA,"1",PSA,IT,Galileo Galilei,Italy,Europe/Rome
9148,Perth,,United Kingdom,56.233334,-3.566667,2021-03-04 22:16:41,2021-03-04 22:16:41,PSL,,PSL,GB,Perth,United Kingdom,Europe/London
9149,Liberi,,Italy,42.43722,14.187222,2021-03-04 22:16:41,2021-03-04 22:16:41,PSR,"1",PSR,IT,Liberi,Italy,Europe/Rome
9150,Pau-Pyrénées,,France,43.382347,-0.413573,2021-03-04 22:16:41,2021-03-04 22:16:41,PUF,"1",PUF,FR,Pau-Pyrénées,France,Europe/Paris
9151,Pula,,Croatia,44.891666,13.923611,2021-03-04 22:16:41,2021-03-04 22:16:41,PUY,"1",PUY,HR,Pula,Croatia,Europe/Zagreb
9152,Aktion,,Greece,38.926388,20.765833,2021-03-04 22:16:41,2021-03-04 22:16:41,PVK,"2",PVK,GR,Aktion,Greece,Europe/Athens
9153,Andravida,,Greece,37.683334,21.466667,2021-03-04 22:16:41,2021-03-04 22:16:41,PYR,"2",PYR,GR,Andravida,Greece,Europe/Athens
9154,Gyor-Per,,Hungary,47.62514,17.81227,2021-03-04 22:16:41,2021-03-04 22:16:41,QGY,"1",QGY,HU,Gyor-Per,Hungary,Europe/Budapest
9155,Lausanne,,Switzerland,46.5436,6.61669,2021-03-04 22:16:41,2021-03-04 22:16:41,QLS,"1",QLS,CH,Lausanne,Switzerland,Europe/Zurich
9156,Pontecagnano,,Italy,40.620148,14.92084,2021-03-04 22:16:41,2021-03-04 22:16:41,QSR,"1",QSR,IT,Pontecagnano,Italy,Europe/Rome
9157,Goodwood,,United Kingdom,50.941666,-0.842248,2021-03-04 22:16:41,2021-03-04 22:16:41,QUG,,QUG,GB,Goodwood,United Kingdom,Europe/London
9158,Wallmuhle,,Germany,48.901943,12.519722,2021-03-04 22:16:41,2021-03-04 22:16:41,RBM,"1",RBM,DE,Wallmuhle,Germany,Europe/Berlin
9159,Saint Agnant,,France,45.890556,-0.980556,2021-03-04 22:16:41,2021-03-04 22:16:41,RCO,"1",RCO,FR,Saint Agnant,France,Europe/Paris
9160,Rochester,,United Kingdom,51.35,0.5,2021-03-04 22:16:41,2021-03-04 22:16:41,RCS,,RCS,GB,Rochester,United Kingdom,Europe/London
